Age,Gender,Height,Weight,Activity Level,Fitness Goal,Dietary Preference,Daily Calorie Target,Protein,Carbohydrates,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,BMI,BMR
32.0,Female,165.0,65.0,Lightly Active,Weight Loss,Vegetarian,1800,100,200,50,Oatmeal with fruit and nuts,Lentil soup with whole-wheat bread,Tofu stir-fry with brown rice,Fruit and yogurt,23.875114784205696,1360.25
58.0,Male,175.0,90.0,Sedentary,Weight Loss,Omnivore,2000,120,250,60,Scrambled eggs with whole-wheat toast,Chicken salad sandwich on whole-wheat bread,Baked chicken with sweet potato and green beans,Trail mix,29.387755102040817,1708.75
62.0,Female,160.0,70.0,Moderately Active,Maintenance,Vegan,1900,90,220,60,Tofu scramble with vegetables and whole-wheat toast,Black bean burger on a whole-wheat bun with salad,Lentil stew with brown rice,Fruit and nuts,27.343749999999996,1229.0
28.0,Male,190.0,100.0,Very Active,Muscle Gain,Omnivore,3200,200,400,100,Oatmeal with protein powder and fruit,Chicken breast with sweet potato and roasted vegetables,Steak with quinoa and steamed broccoli,Protein bar,27.70083102493075,2052.5
45.0,Female,170.0,75.0,Lightly Active,Weight Loss,Vegetarian,1600,80,180,40,Greek yogurt with fruit and granola,Quinoa salad with vegetables,Lentil soup with whole-wheat bread,Fruit and nuts,25.95155709342561,1426.5
30.0,Male,185.0,95.0,Moderately Active,Muscle Gain,Vegan,2800,180,350,80,Tofu scramble with vegetables and whole-wheat toast,Chickpea pasta with vegetables and vegan cheese,Lentil stew with brown rice,Protein shake,27.757487216946675,1961.25
65.0,Female,155.0,60.0,Sedentary,Maintenance,Omnivore,1700,80,200,50,Scrambled eggs with whole-wheat toast,Tuna salad sandwich on whole-wheat bread,Baked fish with steamed vegetables,Fruit and yogurt,24.97398543184183,1082.75
22.0,Female,168.0,55.0,Very Active,Muscle Gain,Vegetarian,2400,140,300,70,Oatmeal with protein powder and fruit,Bean burrito with brown rice,Vegetarian chili,Protein bar,19.48696145124717,1329.0
50.0,Male,170.0,85.0,Lightly Active,Weight Loss,Vegan,1900,100,220,60,Tofu scramble with vegetables and whole-wheat toast,Lentil soup with whole-wheat bread,Vegan lasagna,Fruit and nuts,29.411764705882355,1667.5
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2000,150,250,60,Oatmeal with berries and nuts,Grilled chicken salad with quinoa,Salmon with roasted vegetables,Greek yogurt with fruit,24.691358024691358,1805.0
32.0,Female,165.0,60.0,Sedentary,Maintenance,Vegetarian,1800,100,220,50,Tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix with nuts and seeds,22.03856749311295,1310.25
55.0,Male,175.0,90.0,Lightly Active,Weight Loss,Omnivore,1800,130,200,60,Scrambled eggs with whole-wheat toast,Chicken and vegetable stir-fry with brown rice,Turkey chili with cornbread,Apple slices with peanut butter,29.387755102040817,1723.75
28.0,Female,170.0,70.0,Very Active,Muscle Gain,Vegan,2500,175,350,80,Tofu and vegetable stir-fry with brown rice,Black bean burger on whole-wheat bun,Lentil and vegetable curry,Protein smoothie with fruit,24.221453287197235,1461.5
40.0,Male,190.0,110.0,Moderately Active,Weight Loss,Omnivore,2200,160,280,70,Greek yogurt with granola and berries,Chicken breast with roasted vegetables and quinoa,Turkey meatballs with spaghetti squash,Trail mix with nuts and seeds,30.470914127423825,2092.5
62.0,Female,160.0,55.0,Sedentary,Maintenance,Vegan,1500,80,180,40,Tofu scramble with vegetables,Vegetable soup with whole-wheat bread,Lentil and vegetable curry,Fruit salad with nuts,21.484374999999996,1079.0
22.0,Male,185.0,95.0,Very Active,Muscle Gain,Omnivore,3000,200,400,100,Oatmeal with protein powder,Chicken breast with brown rice and vegetables,Steak with sweet potato and asparagus,Protein bar,27.757487216946675,2001.25
38.0,Female,168.0,65.0,Lightly Active,Weight Loss,Vegan,1600,100,200,50,Tofu scramble with vegetables,Black bean burger on whole-wheat bun,Vegetable stir-fry with brown rice,Fruit with almonds,23.030045351473927,1349.0
27.0,Female,172.0,75.0,Moderately Active,Maintenance,Vegetarian,2000,120,250,60,Scrambled eggs with whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Trail mix with nuts and seeds,25.351541373715524,1529.0
45.0,Male,180.0,100.0,Very Active,Weight Loss,Omnivore,2400,180,300,80,Greek yogurt with fruit and granola,Chicken breast with roasted vegetables and quinoa,Salmon with asparagus and sweet potato,Protein shake with fruit,30.864197530864196,1905.0
32.0,Female,165.0,65.0,Lightly Active,Maintenance,Vegetarian,1800,80,200,50,Tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetarian chili with brown rice,Apple slices with almond butter,23.875114784205696,1360.25
55.0,Male,175.0,90.0,Sedentary,Weight Loss,Omnivore,1800,100,200,50,Whole-wheat toast with egg and avocado,Chicken and vegetable stir-fry,Baked chicken with sweet potato and green beans,Trail mix,29.387755102040817,1723.75
28.0,Female,170.0,70.0,Very Active,Muscle Gain,Vegan,2500,150,300,70,Tofu scramble with spinach and mushrooms,Lentil and vegetable curry with brown rice,Tofu stir-fry with brown rice and vegetables,Banana with peanut butter,24.221453287197235,1461.5
48.0,Female,160.0,60.0,Sedentary,Maintenance,Vegan,1600,70,180,40,Overnight oats with fruit and nuts,Lentil soup with whole-wheat bread,Vegetable stir-fry with tofu,Apple slices with almond butter,23.437499999999996,1199.0
62.0,Male,170.0,85.0,Lightly Active,Weight Loss,Omnivore,1800,100,200,50,Greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Grilled chicken with roasted vegetables,Popcorn with a sprinkle of parmesan cheese,29.411764705882355,1607.5
22.0,Female,168.0,55.0,Moderately Active,Muscle Gain,Vegetarian,2200,120,250,60,Quinoa breakfast bowl with berries and nuts,Chickpea and vegetable stew,Bean and vegetable burrito,Trail mix with dried fruit and nuts,19.48696145124717,1329.0
38.0,Male,185.0,100.0,Very Active,Muscle Gain,Omnivore,3000,180,350,80,Oatmeal with protein powder and fruit,Chicken and vegetable stir-fry with brown rice,Steak with sweet potato and asparagus,Trail mix with dried fruit and nuts,29.218407596785973,1971.25
21.0,Female,158.0,50.0,Moderately Active,Weight Loss,Vegan,1800,80,200,50,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Tofu stir-fry with brown rice and vegetables,Banana with peanut butter,20.028841531805796,1221.5
58.0,Female,163.0,75.0,Sedentary,Maintenance,Vegetarian,1600,70,180,40,Overnight oats with fruit and nuts,Lentil soup with whole-wheat bread,Vegetable stir-fry with tofu,Apple slices with almond butter,28.228386465429637,1317.75
25.0,Female,165.0,58.0,Lightly Active,Weight Loss,Omnivore,1800,80,250,60,Oatmeal with berries and nuts,Tuna salad sandwich on whole-wheat bread with a side salad,Salmon with roasted vegetables and quinoa,Greek yogurt with fruit and granola,21.30394857667585,1325.25
38.0,Male,180.0,85.0,Moderately Active,Muscle Gain,Omnivore,2800,150,350,80,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Lentil stew with whole-wheat bread,Protein shake with fruit ,26.234567901234566,1790.0
62.0,Female,160.0,65.0,Sedentary,Weight Loss,Vegetarian,1500,70,200,40,Tofu scramble with whole-wheat toast and avocado,Lentil soup with a side salad,Vegetarian chili with brown rice,Fruit and yogurt ,25.390624999999996,1179.0
28.0,Male,185.0,90.0,Very Active,Muscle Gain,Vegan,3200,180,400,80,Tofu scramble with whole-wheat toast and avocado,Lentil stew with whole-wheat bread,Bean burgers with sweet potato fries,Protein shake with fruit and nuts,26.296566837107374,1921.25
45.0,Female,170.0,70.0,Lightly Active,Weight Loss,Vegan,1700,75,220,50,Oatmeal with fruit and nuts,Black bean burgers on whole-wheat buns with a side salad,Lentil soup with whole-wheat bread,Fruit and nut mix,24.221453287197235,1376.5
58.0,Male,175.0,80.0,Sedentary,Maintenance,Omnivore,2200,100,280,60,Eggs with whole-wheat toast and bacon,Chicken salad sandwich on whole-wheat bread with a side salad,Chicken stir-fry with brown rice,Greek yogurt with fruit,26.122448979591837,1608.75
32.0,Female,168.0,62.0,Moderately Active,Muscle Gain,Vegetarian,2400,120,300,70,Tofu scramble with whole-wheat toast and avocado,Chickpea salad sandwich on whole-wheat bread with a side salad,Black bean burgers with brown rice and roasted vegetables,Protein shake with fruit and nuts ,21.9671201814059,1349.0
70.0,Male,170.0,75.0,Lightly Active,Weight Loss,Vegan,1600,70,210,40,Tofu scramble with whole-wheat toast and avocado,Lentil soup with a side salad,Vegetarian chili with brown rice,Fruit and yogurt ,25.95155709342561,1467.5
19.0,Female,163.0,55.0,Very Active,Muscle Gain,Omnivore,2600,140,320,70,Eggs with whole-wheat toast and bacon,Chicken breast with brown rice and steamed vegetables,Salmon with roasted vegetables and quinoa,Protein shake with fruit ,20.70081674131507,1312.75
55.0,Male,183.0,95.0,Sedentary,Maintenance,Vegetarian,2000,90,250,50,Scrambled eggs with whole-wheat toast and avocado,Lentil soup with a side salad,Vegetarian chili with brown rice,Fruit and nuts,28.367523664486843,1823.75
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2000,120,250,60,Oatmeal with berries and nuts,Chicken salad with whole-wheat bread,Grilled salmon with roasted vegetables,Greek yogurt with fruit,24.691358024691358,1805.0
32.0,Female,165.0,65.0,Lightly Active,Weight Loss,Vegetarian,1600,80,180,50,Tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Apple slices with almond butter,23.875114784205696,1360.25
55.0,Male,175.0,95.0,Sedentary,Maintenance,Vegan,2200,100,300,70,Tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,31.020408163265305,1773.75
68.0,Female,160.0,70.0,Lightly Active,Weight Loss,Omnivore,1400,70,150,40,Yogurt with fruit and granola,Tuna salad with whole-wheat bread,Chicken breast with steamed vegetables,Apple slices with peanut butter,27.343749999999996,1199.0
28.0,Male,185.0,90.0,Very Active,Muscle Gain,Omnivore,3000,180,400,80,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Protein shake with fruit,26.296566837107374,1921.25
38.0,Female,170.0,75.0,Moderately Active,Maintenance,Vegan,1800,80,220,60,Tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,25.95155709342561,1461.5
58.0,Male,170.0,85.0,Sedentary,Maintenance,Omnivore,2000,80,250,60,Oatmeal with fruit and nuts,Turkey sandwich with whole-wheat bread,Grilled chicken with roasted vegetables,Greek yogurt with fruit,29.411764705882355,1627.5
42.0,Female,168.0,60.0,Very Active,Muscle Gain,Vegetarian,2200,100,300,70,Tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with quinoa,Apple slices with almond butter,21.258503401360546,1279.0
21.0,Male,190.0,100.0,Moderately Active,Muscle Gain,Vegan,2800,140,350,90,Tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,27.70083102493075,2087.5
62.0,Female,155.0,55.0,Sedentary,Weight Loss,Vegan,1200,60,120,30,Tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Apple slices with almond butter,22.892819979188342,1047.75
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2000,120,250,60,Greek yogurt with berries and granola,Chicken salad sandwich on whole-wheat bread with a side of fruit,Salmon with roasted vegetables,Apple slices with peanut butter,24.691358024691358,1805.0
32.0,Female,165.0,65.0,Sedentary,Weight Loss,Vegetarian,1600,80,200,40,Tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Vegetarian chili with brown rice,Mixed nuts and dried fruit,23.875114784205696,1360.25
58.0,Male,175.0,95.0,Lightly Active,Maintenance,Vegan,2200,100,300,65,Tofu and vegetable stir-fry,Black bean burger on a whole-wheat bun with a side salad,Lentil and vegetable curry with brown rice,Popcorn with nutritional yeast,31.020408163265305,1758.75
40.0,Female,170.0,72.0,Moderately Active,Muscle Gain,Omnivore,2500,150,350,80,Oatmeal with protein powder and berries,Chicken breast with brown rice and vegetables,Turkey chili with whole-wheat bread,Greek yogurt with protein powder,24.913494809688583,1421.5
28.0,Male,185.0,90.0,Very Active,Muscle Gain,Vegan,3000,180,400,90,Tofu and vegetable stir-fry with quinoa,Black bean burgers with sweet potato fries,Lentil loaf with roasted vegetables,Protein smoothie with banana and spinach,26.296566837107374,1921.25
62.0,Female,160.0,60.0,Sedentary,Maintenance,Omnivore,1800,80,220,50,Eggs with whole-wheat toast and fruit,Tuna salad sandwich on whole-wheat bread with a side of fruit,Chicken stir-fry with brown rice,Trail mix,23.437499999999996,1129.0
35.0,Male,190.0,100.0,Very Active,Weight Loss,Vegetarian,2400,140,300,70,Quinoa porridge with berries,Chickpea salad sandwich on whole-wheat bread with a side of fruit,Vegetarian lasagna with a side salad,Hummus and veggie wraps,27.70083102493075,2017.5
22.0,Female,168.0,55.0,Lightly Active,Weight Loss,Vegan,1500,70,180,40,Tofu and vegetable scramble with whole-wheat toast,Lentil stew with brown rice,Vegan pasta with marinara sauce and vegetables,Fruit salad,19.48696145124717,1329.0
55.0,Male,178.0,85.0,Sedentary,Maintenance,Omnivore,2000,100,250,60,Greek yogurt with granola and fruit,Tuna salad sandwich on whole-wheat bread with a side salad,Chicken and vegetable stir-fry with brown rice,Trail mix,26.82742078020452,1692.5
48.0,Female,172.0,78.0,Moderately Active,Weight Loss,Vegan,1800,90,220,50,Oatmeal with fruit and nuts,Lentil soup with whole-wheat bread,Tofu and vegetable stir-fry with brown rice,Popcorn with nutritional yeast,26.365603028664147,1454.0
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Apple with almond butter,26.234567901234566,1855.0
38.0,Female,165.0,68.0,Lightly Active,Maintenance,Vegetarian,1800,80,200,50,Tofu scramble with vegetables and whole wheat toast,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Mixed nuts and dried fruit,24.977043158861342,1360.25
55.0,Male,175.0,95.0,Sedentary,Weight Loss,Vegan,1800,80,200,50,Tofu scramble with vegetables and whole wheat toast,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Mixed nuts and dried fruit,31.020408163265305,1773.75
62.0,Female,160.0,70.0,Lightly Active,Weight Loss,Vegan,1500,70,175,40,Overnight oats with chia seeds and fruit,Black bean burger on a whole wheat bun with salad,Lentil stew with brown rice,Fruit and vegetable salad,27.343749999999996,1229.0
28.0,Male,190.0,90.0,Very Active,Muscle Gain,Omnivore,3000,160,350,80,Scrambled eggs with whole wheat toast and avocado,Chicken breast with quinoa and vegetables,Steak with sweet potato and broccoli,Protein bar,24.930747922437675,1952.5
40.0,Female,170.0,75.0,Moderately Active,Muscle Gain,Vegetarian,2200,100,250,60,Tofu scramble with vegetables and whole wheat toast,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Mixed nuts and dried fruit,25.95155709342561,1451.5
58.0,Male,170.0,80.0,Sedentary,Weight Loss,Vegan,1600,70,180,40,Overnight oats with chia seeds and fruit,Black bean burger on a whole wheat bun with salad,Lentil stew with brown rice,Fruit and vegetable salad,27.68166089965398,1577.5
65.0,Female,155.0,65.0,Lightly Active,Maintenance,Omnivore,1500,60,175,40,Greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Apple with almond butter,27.055150884495315,1132.75
32.0,Male,185.0,100.0,Very Active,Muscle Gain,Omnivore,3200,180,380,90,Scrambled eggs with whole wheat toast and avocado,Chicken breast with quinoa and vegetables,Steak with sweet potato and broccoli,Protein bar,29.218407596785973,2001.25
45.0,Female,168.0,72.0,Moderately Active,Weight Loss,Vegan,1700,70,190,45,Overnight oats with chia seeds and fruit,Black bean burger on a whole wheat bun with salad,Lentil stew with brown rice,Fruit and vegetable salad,25.510204081632658,1384.0
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2200,140,250,70,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,24.691358024691358,1805.0
32.0,Female,165.0,65.0,Sedentary,Muscle Gain,Vegetarian,2000,120,200,60,Tofu scramble with vegetables,Lentil soup with whole-grain bread,Chickpea pasta with tomato sauce,Trail mix,23.875114784205696,1360.25
48.0,Male,175.0,95.0,Very Active,Maintenance,Vegan,2800,160,350,85,Tofu breakfast burrito with avocado,Black bean burger on a whole-grain bun,Tempeh stir-fry with brown rice,Mixed nuts and dried fruit,31.020408163265305,1808.75
55.0,Female,160.0,70.0,Lightly Active,Weight Loss,Omnivore,1800,100,180,50,Greek yogurt with granola and fruit,Tuna salad sandwich on whole-grain bread,Chicken stir-fry with brown rice,Fruit and nuts,27.343749999999996,1264.0
28.0,Male,190.0,100.0,Moderately Active,Muscle Gain,Omnivore,3000,180,400,100,Scrambled eggs with whole-wheat toast,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Protein shake,27.70083102493075,2052.5
62.0,Female,155.0,55.0,Sedentary,Maintenance,Vegan,1600,80,160,40,Tofu scramble with vegetables,Lentil soup with whole-grain bread,Vegan chili with brown rice,Fruit and vegetables,22.892819979188342,1047.75
35.0,Male,170.0,75.0,Very Active,Weight Loss,Vegetarian,2400,130,300,70,Oatmeal with fruit and nuts,Quinoa salad with vegetables,Bean burrito with brown rice,Trail mix,25.95155709342561,1642.5
22.0,Female,168.0,58.0,Lightly Active,Muscle Gain,Omnivore,2200,120,250,60,Greek yogurt with fruit and granola,Chicken breast with brown rice and vegetables,Salmon with roasted vegetables,Protein bar,20.549886621315196,1359.0
58.0,Male,178.0,85.0,Moderately Active,Weight Loss,Vegan,2000,120,200,60,Tofu scramble with vegetables,Lentil soup with whole-grain bread,Vegan chili with brown rice,Fruit and vegetables,26.82742078020452,1677.5
40.0,Female,172.0,78.0,Sedentary,Maintenance,Omnivore,1800,100,180,50,Greek yogurt with granola and fruit,Tuna salad sandwich on whole-grain bread,Chicken stir-fry with brown rice,Fruit and nuts,26.365603028664147,1494.0
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,150,250,60,Oatmeal with berries and nuts,Grilled chicken salad with whole grain bread,Salmon with roasted vegetables,Greek yogurt with fruit and granola,26.234567901234566,1855.0
32.0,Female,165.0,60.0,Lightly Active,Maintenance,Vegetarian,1800,80,220,50,Tofu scramble with avocado toast,Quinoa bowl with roasted vegetables and chickpeas,Lentil soup with whole grain bread,Apple with almond butter,22.03856749311295,1310.25
55.0,Male,175.0,90.0,Sedentary,Weight Loss,Omnivore,2000,120,200,55,Scrambled eggs with whole grain toast,Chicken breast with brown rice and steamed vegetables,Lentil stew with whole grain bread,Fruit salad with Greek yogurt,29.387755102040817,1723.75
28.0,Female,170.0,70.0,Very Active,Muscle Gain,Vegan,2400,160,300,70,Tofu and vegetable stir-fry,Chickpea and vegetable curry with brown rice,Lentil and vegetable soup with whole grain bread,Trail mix with nuts and seeds,24.221453287197235,1461.5
62.0,Female,160.0,65.0,Lightly Active,Weight Loss,Vegan,1600,70,180,40,Overnight oats with berries and chia seeds,Black bean burger on a whole wheat bun with salad,Lentil stew with vegetables and brown rice,Fruit with almond butter,25.390624999999996,1179.0
38.0,Male,185.0,95.0,Moderately Active,Muscle Gain,Omnivore,2800,200,350,80,Protein smoothie with fruit and spinach,Chicken breast with sweet potato and broccoli,Steak with roasted vegetables,Protein bar,27.757487216946675,1921.25
21.0,Female,168.0,55.0,Very Active,Maintenance,Vegan,2000,100,250,60,Tofu scramble with vegetables and avocado toast,Chickpea pasta with vegetable sauce,Bean and vegetable stir-fry with brown rice,Fruit with nuts and seeds,19.48696145124717,1334.0
40.0,Male,190.0,110.0,Sedentary,Weight Loss,Omnivore,2000,140,200,50,Greek yogurt with berries and granola,Chicken salad sandwich on whole wheat bread,Turkey chili with whole grain bread,Popcorn with a sprinkle of nutritional yeast,30.470914127423825,2092.5
23.0,Female,172.0,68.0,Moderately Active,Weight Loss,Vegetarian,1800,100,200,50,Scrambled eggs with whole grain toast,Quinoa salad with roasted vegetables and chickpeas,Lentil soup with whole grain bread,Trail mix with nuts and seeds,22.985397512168742,1479.0
48.0,Male,178.0,80.0,Lightly Active,Weight Loss,Vegan,1800,100,200,50,Overnight oats with berries and chia seeds,Black bean burger on a whole wheat bun with salad,Lentil stew with vegetables and brown rice,Fruit with almond butter,25.24933720489837,1677.5
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Greek Yogurt with Berries and Nuts,Tuna Salad Sandwich on Whole Wheat Bread,Chicken Stir-Fry with Brown Rice,Apple with Peanut Butter,24.691358024691358,1805.0
32.0,Female,165.0,65.0,Lightly Active,Muscle Gain,Vegetarian,2000,100,200,70,Tofu Scramble with Avocado Toast,Quinoa Salad with Grilled Vegetables,Lentil Soup with Whole Wheat Bread,Mixed Nuts and Dried Fruits,23.875114784205696,1360.25
48.0,Male,175.0,95.0,Very Active,Weight Loss,Omnivore,2800,150,300,80,Oatmeal with Protein Powder and Berries,Chicken Breast with Brown Rice and Steamed Vegetables,Salmon with Roasted Sweet Potatoes,Yogurt Parfait with Granola,31.020408163265305,1808.75
55.0,Female,160.0,70.0,Sedentary,Maintenance,Vegan,1800,80,220,50,Tofu Scramble with Whole Wheat Toast,Lentil and Vegetable Curry with Brown Rice,Black Bean Burgers on Whole Wheat Buns,Fruit Salad with Coconut Yogurt,27.343749999999996,1264.0
28.0,Male,190.0,90.0,Moderately Active,Muscle Gain,Omnivore,2800,160,350,100,Eggs with Whole Wheat Toast and Avocado,Chicken and Vegetable Wrap on Whole Wheat Tortilla,Grilled Steak with Sweet Potato Fries,Protein Shake with Banana,24.930747922437675,1952.5
62.0,Male,170.0,85.0,Lightly Active,Weight Loss,Vegan,1800,80,200,50,Tofu Scramble with Whole Wheat Toast,Lentil and Vegetable Curry with Brown Rice,Black Bean Burgers on Whole Wheat Buns,Fruit Salad with Coconut Yogurt,29.411764705882355,1607.5
35.0,Female,170.0,75.0,Very Active,Muscle Gain,Vegetarian,2400,120,280,80,Greek Yogurt with Berries and Nuts,Quinoa Salad with Grilled Vegetables,Lentil Soup with Whole Wheat Bread,Mixed Nuts and Dried Fruits,25.95155709342561,1476.5
22.0,Female,160.0,55.0,Sedentary,Weight Loss,Vegan,1600,70,180,40,Tofu Scramble with Whole Wheat Toast,Lentil and Vegetable Curry with Brown Rice,Black Bean Burgers on Whole Wheat Buns,Fruit Salad with Coconut Yogurt,21.484374999999996,1279.0
40.0,Male,185.0,100.0,Moderately Active,Weight Loss,Omnivore,2500,130,280,70,Oatmeal with Protein Powder and Berries,Chicken Breast with Brown Rice and Steamed Vegetables,Salmon with Roasted Sweet Potatoes,Yogurt Parfait with Granola,29.218407596785973,1961.25
29.0,Female,175.0,85.0,Very Active,Muscle Gain,Vegetarian,2600,130,320,90,Greek Yogurt with Berries and Nuts,Quinoa Salad with Grilled Vegetables,Lentil Soup with Whole Wheat Bread,Mixed Nuts and Dried Fruits,27.755102040816325,1637.75
25.0,Male,180.0,80.0,Moderately Active,Muscle Gain,Omnivore,3000,180,350,80,Oatmeal with protein powder and berries,Chicken breast with brown rice and vegetables,Salmon with roasted sweet potatoes and broccoli,Greek yogurt with almonds and fruit,24.691358024691358,1805.0
38.0,Female,165.0,65.0,Lightly Active,Weight Loss,Vegetarian,1800,100,200,50,Tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,23.875114784205696,1330.25
55.0,Male,175.0,90.0,Sedentary,Weight Loss,Omnivore,2200,120,250,60,Eggs with whole wheat toast and fruit,Tuna salad sandwich on whole grain bread,Chicken stir-fry with brown rice,Apple with peanut butter,29.387755102040817,1723.75
62.0,Female,160.0,70.0,Moderately Active,Maintenance,Vegan,2000,100,220,60,Tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,27.343749999999996,1229.0
28.0,Male,190.0,100.0,Very Active,Muscle Gain,Omnivore,3500,200,400,100,Greek yogurt with granola and berries,Chicken breast with brown rice and vegetables,Steak with sweet potato fries and mixed greens,Protein shake,27.70083102493075,2052.5
42.0,Female,170.0,75.0,Lightly Active,Weight Loss,Vegan,1700,90,180,45,Tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,25.95155709342561,1441.5
68.0,Male,170.0,85.0,Sedentary,Maintenance,Omnivore,2000,100,220,60,Eggs with whole wheat toast and fruit,Tuna salad sandwich on whole grain bread,Chicken stir-fry with brown rice,Apple with peanut butter,29.411764705882355,1577.5
22.0,Female,165.0,55.0,Very Active,Muscle Gain,Vegan,2500,150,300,70,Tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,20.202020202020204,1310.25
35.0,Male,185.0,95.0,Moderately Active,Weight Loss,Omnivore,2500,140,280,70,Oatmeal with protein powder and berries,Chicken breast with brown rice and vegetables,Salmon with roasted sweet potatoes and broccoli,Greek yogurt with almonds and fruit,27.757487216946675,1936.25
58.0,Female,155.0,60.0,Sedentary,Maintenance,Vegan,1800,80,200,50,Tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,24.97398543184183,1117.75
25.0,Female,165.0,55.0,Lightly Active,Weight Loss,Omnivore,1800,100,200,60,Greek yogurt with berries and granola,Chicken salad sandwich on whole grain bread with a side of fruit,Salmon with roasted vegetables and brown rice,Trail mix,20.202020202020204,1295.25
32.0,Male,180.0,80.0,Moderately Active,Muscle Gain,Omnivore,2800,180,350,80,Scrambled eggs with whole wheat toast and avocado,Chicken stir-fry with brown rice,Steak with baked potato and broccoli,Protein shake,24.691358024691358,1770.0
58.0,Female,160.0,70.0,Sedentary,Weight Loss,Vegetarian,1500,80,150,50,Oatmeal with fruit and nuts,Lentil soup with whole wheat bread,Tofu stir-fry with brown rice,Fruit and yogurt,27.343749999999996,1249.0
38.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3200,200,400,100,Pancakes with fruit and syrup,Chicken breast with quinoa and vegetables,Beef with sweet potato and green beans,Protein bar,26.315789473684212,1952.5
22.0,Female,170.0,60.0,Lightly Active,Maintenance,Vegan,2000,100,250,70,Tofu scramble with vegan toast and avocado,Vegan chili with brown rice,Lentil pasta with vegan pesto sauce,Banana with peanut butter,20.761245674740486,1391.5
65.0,Male,175.0,85.0,Sedentary,Weight Loss,Omnivore,1700,90,180,60,Fruit salad with yogurt,Tuna salad sandwich on whole grain bread with a side of salad,Baked chicken with roasted vegetables,Mixed nuts and dried fruit,27.755102040816325,1623.75
40.0,Female,168.0,65.0,Moderately Active,Muscle Gain,Vegetarian,2200,120,280,80,Scrambled eggs with whole wheat toast and spinach,Chickpea salad sandwich on whole grain bread,Lentil stew with brown rice,Hummus and veggie sticks,23.030045351473927,1339.0
28.0,Male,185.0,90.0,Very Active,Muscle Gain,Vegan,3000,150,375,90,Tofu scramble with vegan toast and avocado,Vegan lentil burger with sweet potato fries,Tofu stir-fry with brown rice,Trail mix with dried fruit,26.296566837107374,1921.25
52.0,Female,158.0,62.0,Sedentary,Weight Loss,Vegan,1400,70,140,40,Oatmeal with fruit and nuts,Vegan chili with whole wheat bread,Tofu stir-fry with brown rice,Fruit and yogurt,24.83576349943919,1186.5
35.0,Male,178.0,75.0,Moderately Active,Maintenance,Omnivore,2500,130,300,80,Greek yogurt with granola and fruit,Tuna salad sandwich on whole grain bread with a side of salad,Chicken breast with quinoa and vegetables,Protein bar,23.671253629592222,1692.5
